event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,notes,fatalities,timestamp
ETH195,2023-07-16,2023,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Afar,,,Semera,11.9227,41.8129,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Semera, Ethiopia.",1,20230716
SOM204,2023-07-17,2023,Explosions/Remote violence,Suicide bomb,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Banadir,,,Mogadishu,1.9947,44.8874,1,Radio Ergo,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Mogadishu, Somalia.",1,20230717
SOU557,2023-07-18,2023,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Unity,,,Bentiu,8.9186,29.8555,1,Reuters,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bentiu, South Sudan.",10,20230718
KEN627,2023-07-18,2023,Battles,Non-state actor overtakes territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Kenya,Mandera,,,Mandera,4.3031,41.3068,1,Local sources,"Battles between Al-Shabaab and Kenya Defence Forces in Mandera, Kenya.",3,20230718
ETH268,2023-07-19,2023,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Amhara,,,Gondar,12.3063,37.6586,1,Radio Ergo,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Gondar, Ethiopia.",3,20230719
SOM362,2023-07-19,2023,Violence against civilians,Looting/property destruction,M23,,2,Civilians (Somalia),,7,27,Somalia,Lower Juba,,,Kismayo,-0.5449,42.7159,1,Reuters,"Violence against civilians between M23 and Civilians (Somalia) in Kismayo, Somalia.",1,20230719
DEM230,2023-07-20,2023,Battles,Non-state actor overtakes territory,Armed Forces of the DRC (FARDC),,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,0.6665,29.1644,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and M23 in Beni, Democratic Republic of Congo.",2,20230720
DEM675,2023-07-21,2023,Battles,Non-state actor overtakes territory,MONUSCO Forces,,1,M23,,2,12,Democratic Republic of Congo,North Kivu,,,Goma,-1.7835,29.2111,1,Reuters,"Battles between MONUSCO Forces and M23 in Goma, Democratic Republic of Congo.",0,20230721
SUD460,2023-07-24,2023,Violence against civilians,Abduction/forced disappearance,Rapid Support Forces,,3,Sudanese Armed Civilians,,7,37,Sudan,Gedaref,,,Gedaref,14.0892,35.5766,1,BBC,"Violence against civilians between Rapid Support Forces and Sudanese Armed Civilians in Gedaref, Sudan.",3,20230724
SOU172,2023-07-25,2023,Battles,Government regains territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Central Equatoria,,,Juba,5.2351,31.6337,1,AFP,"Battles between South Sudan People's Defence Forces and SPLM-IO in Juba, South Sudan.",1,20230725
ETH349,2023-07-25,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,Amhara,,,Bahir Dar,11.6876,37.4079,1,AFP,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Bahir Dar, Ethiopia.",0,20230725
SOM566,2023-07-25,2023,Violence against civilians,Looting/property destruction,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Banadir,,,Mogadishu,1.9098,45.6115,1,Reuters,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Mogadishu, Somalia.",1,20230725
SOU842,2023-07-25,2023,Battles,Government regains territory,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Western Equatoria,,,Yambio,4.5699,28.8961,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Yambio, South Sudan.",2,20230725
SOM160,2023-07-26,2023,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Banadir,,,Mogadishu,2.2428,45.1462,1,AFP,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Mogadishu, Somalia.",2,20230726
DEM198,2023-07-26,2023,Violence against civilians,Looting/property destruction,FDLR,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Beni,0.4359,29.3162,1,UN OCHA,"Violence against civilians between FDLR and Civilians (Somalia) in Beni, Democratic Republic of Congo.",8,20230726
SUD854,2023-07-26,2023,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,West Darfur,,,El Geneina,12.9255,22.6302,1,UN OCHA,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in El Geneina, Sudan.",0,20230726
DEM83,2023-07-28,2023,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,North Kivu,,,Goma,-2.1087,29.3961,1,Reuters,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Goma, Democratic Republic of Congo.",2,20230728
SUD229,2023-07-28,2023,Explosions/Remote violence,Air/drone strike,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,West Darfur,,,El Geneina,13.257,22.3618,1,BBC,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in El Geneina, Sudan.",2,20230728
DEM304,2023-07-30,2023,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,North Kivu,,,Goma,-1.7843,29.2253,1,BBC,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Goma, Democratic Republic of Congo.",10,20230730
ETH328,2023-08-03,2023,Protests,Peaceful protest,Protesters (Ethiopia),,6,Amhara Regional Forces,,1,61,Ethiopia,Oromia,,,Addis Ababa,8.7186,39.1659,1,Radio Ergo,"Protests between Protesters (Ethiopia) and Amhara Regional Forces in Addis Ababa, Ethiopia.",1,20230803
DEM702,2023-08-03,2023,Battles,Non-state actor overtakes territory,M23,,2,FDLR,,2,22,Democratic Republic of Congo,Ituri,,,Bunia,1.7169,29.9289,1,AFP,"Battles between M23 and FDLR in Bunia, Democratic Republic of Congo.",10,20230803
SOM889,2023-08-03,2023,Violence against civilians,Looting/property destruction,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Banadir,,,Mogadishu,1.7303,46.1441,1,Local sources,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Mogadishu, Somalia.",13,20230803
SOU419,2023-08-04,2023,Battles,Non-state actor overtakes territory,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Jonglei,,,Bor,6.307,31.4243,1,BBC,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bor, South Sudan.",2,20230804
SOM894,2023-08-05,2023,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Lower Shabelle,,,Afgooye,1.4352,44.5875,1,AFP,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Afgooye, Somalia.",8,20230805
SUD784,2023-08-06,2023,Explosions/Remote violence,Suicide bomb,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.3055,35.2828,1,Reuters,"Explosions/Remote violence between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",3,20230806
SOM868,2023-08-06,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Lower Juba,,,Kismayo,-0.5283,42.3122,1,Reuters,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Kismayo, Somalia.",1,20230806
ETH959,2023-08-06,2023,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Oromia,,,Jimma,7.8276,36.9485,1,Local sources,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Jimma, Ethiopia.",5,20230806
SUD1068,2023-08-06,2023,Riots,Mob violence,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.6918,24.8781,1,Reuters,"Riots between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",2,20230806
SOU184,2023-08-09,2023,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Unity,,,Bentiu,9.1768,30.2079,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bentiu, South Sudan.",7,20230809
SUD1131,2023-08-10,2023,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Blue Nile,,,Ed Damazin,11.7236,33.9396,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Ed Damazin, Sudan.",0,20230810
DEM213,2023-08-12,2023,Violence against civilians,Abduction/forced disappearance,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Democratic Republic of Congo,North Kivu,,,Goma,-1.7399,29.3102,1,Reuters,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Goma, Democratic Republic of Congo.",0,20230812
ETH47,2023-08-13,2023,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,SNNPR,,,Hawassa,6.9643,38.4592,1,BBC,"Battles between Ethiopian National Defense Force and Tigray People's Liberation Front in Hawassa, Ethiopia.",5,20230813
SOM1065,2023-08-13,2023,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Somalia,Middle Juba,,,Bu'aale,1.323,42.3142,1,Local sources,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Bu'aale, Somalia.",6,20230813
SUD973,2023-08-14,2023,Riots,Mob violence,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,South Darfur,,,Nyala,12.1697,25.2883,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Nyala, Sudan.",5,20230814
SOM66,2023-08-15,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Banadir,,,Mogadishu,1.8978,45.0712,1,UN OCHA,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Mogadishu, Somalia.",4,20230815
SUD106,2023-08-15,2023,Protests,Protest with intervention,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Blue Nile,,,Ed Damazin,12.0013,34.2158,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in Ed Damazin, Sudan.",0,20230815
ETH352,2023-08-15,2023,Battles,Armed clash,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Amhara,,,Bahir Dar,11.5562,37.6937,1,Reuters,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Bahir Dar, Ethiopia.",5,20230815
SOM1,2023-08-17,2023,Violence against civilians,Looting/property destruction,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Middle Juba,,,Bu'aale,1.4742,42.8759,1,UN OCHA,"Violence against civilians between Al-Shabaab and Civilians (Somalia) in Bu'aale, Somalia.",5,20230817
SUD216,2023-08-17,2023,Strategic developments,Agreement,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,Gedaref,,,Gedaref,14.0673,34.5513,1,Local sources,"Strategic developments between Sudan Armed Forces and Rapid Support Forces in Gedaref, Sudan.",0,20230817
ETH433,2023-08-17,2023,Protests,Protest with intervention,Protesters (Ethiopia),,6,Ethiopian National Defense Force,,1,61,Ethiopia,SNNPR,,,Hawassa,7.1732,38.2183,1,Local sources,"Protests between Protesters (Ethiopia) and Ethiopian National Defense Force in Hawassa, Ethiopia.",3,20230817
SOU906,2023-08-17,2023,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Unity,,,Bentiu,9.4653,29.9872,1,UN OCHA,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bentiu, South Sudan.",1,20230817
ETH1029,2023-08-17,2023,Violence against civilians,Abduction/forced disappearance,Oromo Liberation Army,,2,Civilians (Somalia),,7,27,Ethiopia,Amhara,,,Bahir Dar,12.0375,37.7774,1,Reuters,"Violence against civilians between Oromo Liberation Army and Civilians (Somalia) in Bahir Dar, Ethiopia.",6,20230817
SOU369,2023-08-18,2023,Battles,Armed clash,South Sudan People's Defence Forces,,1,National Salvation Front,,2,12,South Sudan,Unity,,,Bentiu,9.1017,29.7135,1,AFP,"Battles between South Sudan People's Defence Forces and National Salvation Front in Bentiu, South Sudan.",1,20230818
SUD991,2023-08-18,2023,Strategic developments,Agreement,Sudan Armed Forces,,1,Rapid Support Forces,,3,13,Sudan,North Darfur,,,El Fasher,13.6252,25.1992,1,Radio Ergo,"Strategic developments between Sudan Armed Forces and Rapid Support Forces in El Fasher, Sudan.",0,20230818
SOM1144,2023-08-18,2023,Violence against civilians,Looting/property destruction,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Lower Shabelle,,,Afgooye,1.8065,44.7634,1,UN OCHA,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Afgooye, Somalia.",5,20230818
DEM38,2023-08-22,2023,Battles,Armed clash,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,South Kivu,,,Bukavu,-2.7028,29.0064,1,Reuters,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Bukavu, Democratic Republic of Congo.",0,20230822
ETH874,2023-08-23,2023,Explosions/Remote violence,Suicide bomb,Ethiopian National Defense Force,,1,Tigray People's Liberation Front,,2,12,Ethiopia,Tigray,,,Mekelle,13.5241,39.5715,1,Radio Ergo,"Explosions/Remote violence between Ethiopian National Defense Force and Tigray People's Liberation Front in Mekelle, Ethiopia.",4,20230823
SOM938,2023-08-23,2023,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Bay,,,Baidoa,3.3979,43.5487,1,AFP,"Explosions/Remote violence between Al-Shabaab and ATMIS Forces in Baidoa, Somalia.",3,20230823
SOM1176,2023-08-23,2023,Strategic developments,Looting/property destruction,Somalia National Army,,1,Al-Shabaab,,2,12,Somalia,Hiraan,,,Beledweyne,4.9448,44.5786,1,AFP,"Strategic developments between Somalia National Army and Al-Shabaab in Beledweyne, Somalia.",0,20230823
SUD100,2023-08-24,2023,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,West Darfur,,,El Geneina,13.1799,22.1268,1,Radio Ergo,"Protests between Rioters (Sudan) and Sudan Armed Forces in El Geneina, Sudan.",2,20230824
SOM827,2023-08-24,2023,Explosions/Remote violence,Suicide bomb,Al-Shabaab,,2,Civilians (Somalia),,7,27,Somalia,Galgaduud,,,Dhusamareb,5.0307,46.4419,1,AFP,"Explosions/Remote violence between Al-Shabaab and Civilians (Somalia) in Dhusamareb, Somalia.",5,20230824
SUD504,2023-08-25,2023,Riots,Violent demonstration,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Gedaref,,,Gedaref,13.8112,35.3448,1,Radio Ergo,"Riots between Rioters (Sudan) and Sudan Armed Forces in Gedaref, Sudan.",1,20230825
SUD1034,2023-08-25,2023,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,South Darfur,,,Nyala,11.6253,24.8717,1,Local sources,"Protests between Rioters (Sudan) and Sudan Armed Forces in Nyala, Sudan.",0,20230825
SOM554,2023-08-27,2023,Violence against civilians,Attack,Mai Mai Militia,,4,Civilians (Somalia),,7,47,Somalia,Bay,,,Baidoa,3.1741,43.6487,1,Radio Ergo,"Violence against civilians between Mai Mai Militia and Civilians (Somalia) in Baidoa, Somalia.",4,20230827
SOM475,2023-08-29,2023,Explosions/Remote violence,Air/drone strike,Al-Shabaab,,2,Somalia National Army,,1,21,Somalia,Middle Juba,,,Bu'aale,1.154,42.8726,1,Reuters,"Explosions/Remote violence between Al-Shabaab and Somalia National Army in Bu'aale, Somalia.",3,20230829
SUD696,2023-08-29,2023,Explosions/Remote violence,Air/drone strike,Sudan Armed Forces,,1,Sudanese Armed Civilians,,7,17,Sudan,North Darfur,,,El Fasher,13.7214,25.2901,1,AFP,"Explosions/Remote violence between Sudan Armed Forces and Sudanese Armed Civilians in El Fasher, Sudan.",3,20230829
SUD893,2023-08-29,2023,Battles,Armed clash,Rapid Support Forces,,3,Sudan People's Liberation Movement-North,,2,32,Sudan,Blue Nile,,,Ed Damazin,12.0226,34.3671,1,Reuters,"Battles between Rapid Support Forces and Sudan People's Liberation Movement-North in Ed Damazin, Sudan.",8,20230829
SOU134,2023-08-30,2023,Battles,Armed clash,South Sudan People's Defence Forces,,1,SPLM-IO,,2,12,South Sudan,Unity,,,Bentiu,9.3359,29.9642,1,Radio Ergo,"Battles between South Sudan People's Defence Forces and SPLM-IO in Bentiu, South Sudan.",0,20230830
SUD717,2023-08-30,2023,Riots,Violent demonstration,Rioters (Sudan),,5,Rapid Support Forces,,3,53,Sudan,Khartoum,,,Khartoum,15.6645,32.395,1,Local sources,"Riots between Rioters (Sudan) and Rapid Support Forces in Khartoum, Sudan.",4,20230830
DEM587,2023-08-31,2023,Violence against civilians,Abduction/forced disappearance,M23,,2,Civilians (Somalia),,7,27,Democratic Republic of Congo,North Kivu,,,Rutshuru,-0.8319,29.274,1,Reuters,"Violence against civilians between M23 and Civilians (Somalia) in Rutshuru, Democratic Republic of Congo.",6,20230831
SOM652,2023-09-01,2023,Battles,Government regains territory,Al-Shabaab,,2,ATMIS Forces,,1,21,Somalia,Middle Juba,,,Bu'aale,0.7913,42.434,1,AFP,"Battles between Al-Shabaab and ATMIS Forces in Bu'aale, Somalia.",0,20230901
SOM643,2023-09-02,2023,Battles,Government regains territory,Al-Shabaab,,2,Kenya Defence Forces,,1,21,Somalia,Banadir,,,Mogadishu,2.0063,44.8184,1,Radio Ergo,"Battles between Al-Shabaab and Kenya Defence Forces in Mogadishu, Somalia.",2,20230902
ETH1071,2023-09-02,2023,Battles,Non-state actor overtakes territory,Ethiopian National Defense Force,,1,Oromo Liberation Army,,2,12,Ethiopia,Oromia,,,Addis Ababa,9.2031,38.8675,1,UN OCHA,"Battles between Ethiopian National Defense Force and Oromo Liberation Army in Addis Ababa, Ethiopia.",4,20230902
SOM74,2023-09-03,2023,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Middle Juba,,,Bu'aale,1.4082,42.5855,1,UN OCHA,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Bu'aale, Somalia.",1,20230903
SOM289,2023-09-03,2023,Violence against civilians,Attack,Fano (Amhara Militia),,3,Civilians (Somalia),,7,37,Somalia,Hiraan,,,Beledweyne,4.3332,45.2051,1,UN OCHA,"Violence against civilians between Fano (Amhara Militia) and Civilians (Somalia) in Beledweyne, Somalia.",3,20230903
SUD939,2023-09-03,2023,Protests,Peaceful protest,Rioters (Sudan),,5,Sudan Armed Forces,,1,51,Sudan,Khartoum,,,Khartoum,15.4397,32.4745,1,AFP,"Protests between Rioters (Sudan) and Sudan Armed Forces in Khartoum, Sudan.",0,20230903
SUD1000,2023-09-03,2023,Explosions/Remote violence,Air/drone strike,Rapid Support Forces,,3,Sudan Armed Forces,,1,31,Sudan,Khartoum,,,Khartoum,15.9229,32.6934,1,AFP,"Explosions/Remote violence between Rapid Support Forces and Sudan Armed Forces in Khartoum, Sudan.",0,20230903
DEM1037,2023-09-03,2023,Battles,Government regains territory,Armed Forces of the DRC (FARDC),,1,FDLR,,2,12,Democratic Republic of Congo,North Kivu,,,Beni,0.6887,30.0094,1,Radio Ergo,"Battles between Armed Forces of the DRC (FARDC) and FDLR in Beni, Democratic Republic of Congo.",22,20230903
